file_name,page_num,lob,policy_type,sub_element_name,prompt_name,prompt_output,note
1090cbl202507312106066004_CT.pdf,3,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1090cbl202507312106066004_CT_3.json,Validated
1090cbl202507312106066004_CT.pdf,2,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1090cbl202507312106066004_CT_2.json,Validated
1090pol1202602242120000022_pol_ct00.pdf,33,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1150ter1202603070030000015_ter_ct00.pdf,3,Business Auto,SSD,limits,limits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1150ter1202603070030000015_ter_ct00.pdf,4,Business Auto,SSD,limits,limits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1003cbl20260306103155308_cbl_ct00.pdf,8,Business Auto,SSD,limits,sublimit_with_each_amount.yaml,1019aut202505310536405_CT-100.json,
1003cbl20260306103155308_cbl_ct00.pdf,9,Business Auto,SSD,limits,sublimit_with_each_amount.yaml,1019aut202505310536405_CT-100.json,
1099pol20260310100804612_pol_ct00.pdf,3,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1099pol20260310100804612_pol_ct00.pdf,4,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1151aut20260109060935486_aut_ct00.pdf,6,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1019aut202505310536405_CT-100.json,
1151aut20260109060935486_aut_ct00.pdf,7,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1019aut202505310536405_CT-100.json,
1151aut20260109060935486_aut_ct00.pdf,8,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1019aut202505310536405_CT-100.json,
1151aut20260109060935486_aut_ct00.pdf,9,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1019aut202505310536405_CT-100.json,
1003umb20260317100336114_umb_ct00.pdf,7,Business Auto,SSD,limits,limits_with_coverage.yaml,1019aut202505310536405_CT-100.json,
1099Enr20260312124518810_Enr_ct00.pdf,4,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1090csr1202505062125209003_CT-476.json,
Binder (1).pdf,3,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1090csr1202505062125209003_CT-476.json,
1006aut20260109065121736_aut_ct00.pdf,79,Business Auto,SSD,limits,new_cost_new_prompt_with_limit.yaml,1019aut202505310536405_CT-100.json,
1006aut20260109065121736_aut_ct00.pdf,80,Business Auto,SSD,limits,new_cost_new_prompt_with_limit.yaml,1019aut202505310536405_CT-100.json,
1018aut20260109090230754_aut_ct00.pdf,19,Business Auto,SSD,limits,stated_amt_with_coverage.yaml,1020aut202505310536405_CT-100.json,
1018aut20260109090230754_aut_ct00.pdf,20,Business Auto,SSD,limits,stated_amt_with_coverage.yaml,1021aut202505310536405_CT-100.json,
1003aut20260106061100334_aut_ct00.pdf,18,Business Auto,SSD,limits,sublimits_with_amt.yaml,1090csr1202505062125209003_CT-476.json,
1150prp202507292330136001_prp_ct00.pdf,12,Property,SSD,limits,limits_with_coverage.yaml,1150prp202507292330136001_prp_ct00-12.json,
1004aut20260109112827352_aut_ct00.pdf,2,Business Auto,SSD,limits,stated_amt_with_coverage.yaml,1090csr1202505062125209003_CT-476.json,
1003ceo20260105065021166_ceo_ct00.pdf,5,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1090csr1202505062125209003_CT-476.json,
